item_id,score,extracted,gold,latency_ms,provider,engine_latency_ms,finish,error
gsm8k/test/1181,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""02aa00b9-6a3b-4a52-aefb-76c8ab619497"",""conversationId"":""a7088b22-c25c-4d8c-911d-669aa0e72867"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1182,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""41857432-50a9-4e07-acb2-dd6fac4a2f87"",""conversationId"":""d718b389-e9ae-4f76-b72a-ffbe4f4e0a4f"",""error"":""All Groq keys on cooldown"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""openrouter"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed"""
gsm8k/test/1183,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""623caf63-dd92-43bc-bdea-8b8458ce2240"",""conversationId"":""f6a342c2-ec99-4f45-b394-bb4ddc3df622"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1184,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e80d6d3d-7d70-4e17-9826-b179427c6211"",""conversationId"":""31b0a748-553e-4f30-bcbc-88077d1a3433"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""openrouter"",""outcome"":""failed""}]}"
gsm8k/test/1185,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""fe60c951-5ba3-462d-a6b9-a3cb8130da76"",""conversationId"":""7b1f0e29-fd81-44fa-b79f-1f0fe837a50e"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1186,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""29271d4b-b20f-41a6-9b79-ead676579f20"",""conversationId"":""17797e03-f221-4ae9-a4fd-f6154e3ba086"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1187,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""3e2f1560-a6f7-4486-a10d-9c3011365ea3"",""conversationId"":""7a9e4547-ea79-4416-9bf2-5d125a6b7406"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1188,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""29347d70-e194-4ba1-bd42-ebb761b9d9af"",""conversationId"":""aca899d5-1cdf-4645-8b5f-b2ac34f3f76a"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1189,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8df92a0c-e9ce-428c-8be6-c46cb5d96882"",""conversationId"":""cb37c9ef-60d4-426d-9ec8-dd027b41e064"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1190,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""529d05ae-cfa9-47fc-89e4-8cd1ece591db"",""conversationId"":""89980d07-95e6-43ba-8b46-d03d3816f552"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1191,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""1922fe90-1ef2-4d7d-9cca-b5504caa3106"",""conversationId"":""a01b9aeb-04e2-4c94-8c12-f0a8edccf7ec"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1192,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""367bcdea-2e20-4a70-b962-fe0b6a1040f3"",""conversationId"":""482f2541-2d7c-4608-a045-3bad6f10e5ad"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1193,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""95cbf3e2-595b-46f3-80a7-16775ad51e70"",""conversationId"":""d88848d2-3a4d-4e6f-bdde-26e56c6f47fa"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1194,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""723358ae-6fe6-4125-aa9a-508aa3bdb597"",""conversationId"":""44af6605-5493-4439-a041-2c8b76e635c7"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1195,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""69747841-9c8a-45b5-863f-bff0f3b5effb"",""conversationId"":""ef540432-f325-4b0e-840b-71b3cad76b36"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1196,0.0,None,75,4681.4,groq,1796,stop,
gsm8k/test/1197,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""dbadba15-25d8-4f93-befc-93d3c05551c0"",""conversationId"":""42f12579-9bdd-438e-8ba6-a4c357acf1c8"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1198,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""dc8f324b-32bf-4ed0-85b4-629814570caf"",""conversationId"":""417b7398-ddda-4232-bae8-3342bdf74f75"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1199,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""04934d6f-3d6b-4a74-88de-249f327ec4fe"",""conversationId"":""21207ecc-83d6-4dd0-8877-b4540e95589d"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1200,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""38447665-1c67-4dce-b248-6831352bc63f"",""conversationId"":""f5cbf6ee-5fcf-45d9-9ee7-0a2594a0230e"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1201,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8cd012b1-6e01-4eae-8d69-3bc56b1d20e4"",""conversationId"":""867570e4-66f1-4d09-a5cd-f757c8baad9d"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1202,0.0,None,19,8092.2,groq,5085,stop,
gsm8k/test/1203,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""071337ab-9e19-4832-a08e-831d2094205d"",""conversationId"":""f08a8871-72f3-47e3-b2b6-9cec41ac63ad"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1204,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""56a827e5-aa8a-4686-abee-d493e59cf367"",""conversationId"":""a1fcd019-00f0-4237-9c9e-307cfe44312a"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1205,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""5bbaedcc-f621-4ab3-bdcb-1fadcc96ab6d"",""conversationId"":""1cb10e02-4009-4f3a-aa20-f85420acff39"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1206,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""5ff51d06-c369-442e-85d6-ffc0c7ca26fc"",""conversationId"":""1b80fe62-bdcb-44fc-ae4c-15ff1aa527dd"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1207,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8d9dda8a-c5c1-47a5-83a2-524901a62387"",""conversationId"":""00fdd05d-51e6-4857-a00f-594b1090597e"",""error"":""All Groq keys on cooldown"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""openrouter"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed"""
gsm8k/test/1208,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e7de5973-8fd8-4072-910b-ce0b16ffd2a6"",""conversationId"":""af44e265-12b3-4846-b4d8-441ee409cae0"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1209,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""3e407c9c-0de2-4165-9bf5-9c92521dec9c"",""conversationId"":""167be30a-fe9f-4f70-9e7b-e8550e049027"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1210,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""ac7598c3-2741-4ba7-82ff-8dc1d3565338"",""conversationId"":""a81f53e0-717c-45eb-93c8-8a2517cc59be"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1211,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""53a9901a-1784-4fa5-8e69-4f470ce6557e"",""conversationId"":""331bf798-d927-4105-9687-b824e9740738"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1212,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a588d20b-24ea-4ea5-b428-1c2b9f0ce901"",""conversationId"":""339a4ced-abd9-4032-b528-5a0ab64fd3ab"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1213,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c671980c-fb1f-4bb2-ac31-7faee9b11537"",""conversationId"":""fd4fc8d4-a56f-4112-b077-eff60d448118"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1214,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""f1f141b4-4021-45d4-8f59-38a210d69808"",""conversationId"":""a9ee7649-435b-4ead-bed6-bee242e6d75c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1215,0.0,None,36,6982.2,groq,4071,stop,
gsm8k/test/1216,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8117c1a7-d78a-4b9e-b3bc-e7966cfc47c5"",""conversationId"":""6be44b1f-b1b7-45d1-920a-1db30eafdad2"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1217,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8f93079f-bddd-4e62-9ecf-e64ed67cb201"",""conversationId"":""e39d00bd-c913-4402-8490-cbe64db533cf"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1218,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""df107486-6624-45ea-8120-48ce45477e56"",""conversationId"":""49191074-cb04-42e8-a593-0b4a07b71d85"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1219,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""6e922540-3178-4f26-85fc-4376d42f1e69"",""conversationId"":""cdd5448c-9bbb-4fc4-b936-26767218c43a"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1220,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""2a334610-de5c-4aa4-8f6a-019eded059fc"",""conversationId"":""103668e0-07e6-4fa0-a406-52a4a700e043"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1221,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0400c7cb-dd54-4fb4-85ec-e16af240b9a3"",""conversationId"":""925f7c75-e856-49a7-8f52-965e5289c511"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1222,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""b4d7968c-801a-4fdb-ac7c-613a7f8f7395"",""conversationId"":""93eedcf8-1115-4706-bcdf-f362e38e4aa4"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1223,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""7fe749f3-0c14-4825-aebe-7f84189a2400"",""conversationId"":""bd39b0fc-ec03-4537-bb53-9f092dfe53b7"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1224,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""ca36054a-9795-4f7c-b583-fee4e683b8d2"",""conversationId"":""49c758ae-c9f0-4dae-99ad-ac2887e2cc5b"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1225,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0220cb95-8546-479c-9015-c1fc82108b5c"",""conversationId"":""24409f2c-68c5-47fa-9f17-06a5e0c30dd1"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1226,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""6c464bb0-1c89-4452-a659-b6e1b57d306a"",""conversationId"":""9dc054f2-7989-4bd7-9b4b-18094247f7b2"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1227,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d920acd1-afc9-4888-9344-1faf043f38d8"",""conversationId"":""28ff57d9-5e21-4929-9317-ddf563d1203c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1228,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d75aabfa-0c87-4af4-b388-db936baa8c91"",""conversationId"":""91924581-1dd4-4ede-8f21-dfc93ee7a3bd"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1229,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a4299a86-f8b6-4110-8748-11632c7f577a"",""conversationId"":""ffd27852-317d-4eaf-bc4a-caa9d14ab3a0"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1230,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""9d63bd8f-e91d-411d-ad4f-206f46a242b6"",""conversationId"":""1bcbef63-bb49-4d9e-9b8f-f63f3a8b870e"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1231,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""401cb436-fcb9-4f27-8f95-f309b707651d"",""conversationId"":""d8e9811a-08be-4d1d-8383-3b6e9c9cdfbf"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1232,0.0,None,15,19007.1,groq,1841,stop,
gsm8k/test/1233,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a8aae205-e68c-4534-a543-604a0da1aa83"",""conversationId"":""441bd37d-f043-4fb3-9193-08c8c9656d78"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1234,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""01219cbe-f983-4af0-8868-d00faa58f809"",""conversationId"":""f4b84006-1174-4dc6-97fa-a94ba59a12f2"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1235,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""13ae81da-80a5-4bd1-9233-5bdb0d60f952"",""conversationId"":""053d112c-e690-4354-96d1-a90196e3dd7a"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/1236,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""5cca0997-54cb-4950-bd5c-d3eaef5b1fcc"",""conversationId"":""a6853969-fc95-43aa-a93a-e810d722ea7c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1237,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a9f451e9-01af-44b6-90ce-2d10ffe28cc1"",""conversationId"":""88d05fb9-a350-4051-a40d-40d67ba59b09"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1238,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8f239c99-f6e5-424a-82a4-f03bc7462c24"",""conversationId"":""522c9105-4ff7-4f51-858e-ace6c110062d"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1239,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""f935c57b-7e13-41b1-895a-9bf97b2321c1"",""conversationId"":""48adba62-6c4c-4e7a-8770-a672644c0d8d"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1240,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""6b874356-4100-474f-91ae-0bc989f589ed"",""conversationId"":""17433c16-be81-4871-b5ba-aa7e7281bb76"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1241,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a4aaca99-4807-4a09-b7f5-452f99567ad9"",""conversationId"":""3c89ad98-0c45-4911-9ac1-171dbd591d51"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1242,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""b7598bb0-f49d-4c15-abe0-7315b9925b56"",""conversationId"":""5d90669e-5408-4dc8-b86d-5212a8300e1c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1243,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""ddb8f703-6b56-4e8b-80f0-f04cca21cb31"",""conversationId"":""8067eb8b-4cec-40b3-97e1-6457bd52e62f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1244,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""159bbd1d-1e04-4a54-a5ff-2f4feff19d04"",""conversationId"":""7a781609-edd4-45a1-b59e-b16f750a2112"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1245,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""56fd7d65-227a-467e-86ce-5440766ecdce"",""conversationId"":""ba72e8f4-1ece-4892-b10d-6e18e8ce946d"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1246,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""7ec29848-bbd3-4edb-a45a-2d8c5cbbe1cb"",""conversationId"":""c9ccd044-79eb-481f-9a19-12a028369d4e"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/1247,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""1b506155-c2f4-48a2-ba38-51a3df240f21"",""conversationId"":""9542f10c-91d1-4b4e-9955-3444649f2eca"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
